id;title;payment_date;project_id;user_id;user_level;payment_value;payment_pack
44;;15.01.2021;234234654674652422;1543267653;13;1;cash_1
45;;27.11.2020;234245654675475689;1505544182837892;136;2;cash_2
46;;17.02.2021;234245654675475689;1956690361286557;102;4;cash_4
47;;06.12.2020;123126578909545443;10210805736353604;40;1;cash_1
48;;20.01.2021;345346476578687696;533120200227380;205;1;cash_1
49;;16.01.2021;896769120371203787;10154957654162938;56;1;cash_1
50;;17.02.2021;345346476578687696;100001800336738;913;4;cash_4
51;;02.12.2020;123123412353465547;10212755093972881;27;1;cash_1
52;;19.01.2021;198341298461294614;690466724459468;90;1;cash_1
53;;28.01.2021;123142536767899006;10212494504493791;254;2;cash_1
54;;10.01.2021;234234654674652422;1983371548649855;37;1;cash_1
55;;06.01.2021;242456536768789769;1858157060876040;30;2;cash_2
56;;05.02.2021;198341298461294614;1764133726931145;40;2;cash_2
57;;09.12.2020;242456536768789769;1567466840041673;26;1;cash_1
58;;07.12.2020;123142536767899006;10154026235369001;67;2;cash_1
59;;21.12.2020;198341298461294614;1502555956487218;96;1;cash_1
60;;22.01.2021;123126578909545443;610293145;239;2;cash_1
61;;22.12.2020;123142536767899006;1392293897456873;82;1;cash_1
62;;12.01.2021;234234654674652422;1409994239015913;429;1;cash_1
63;;11.02.2021;234234654674652422;176369476114782;25;1;cash_1
64;;21.01.2021;123126578909545443;1468340666519430;48;2;cash_1
65;;13.01.2021;234245654675475689;529214947273164;192;1;cash_1
66;;14.02.2021;123126578909545443;1073988110;223;1;cash_1
67;;02.01.2021;123142536767899006;1291475964215859;341;1;cash_1
68;;17.12.2020;123142536767899006;10153524395760946;388;1;cash_1
69;;25.01.2021;896769120371203787;10154301063317623;19;1;cash_1
70;;14.01.2021;242456536768789769;1306045639428333;166;1;cash_1
71;;28.11.2020;896769120371203787;10208057495273865;38;1;cash_1
72;;15.02.2021;345346476578687696;10153997108117019;191;1;cash_1
73;;28.12.2020;234245654675475689;10207316516831017;49;2;cash_1
74;;02.01.2021;123126578909545443;10154943711919134;29;2;cash_2
75;;19.12.2020;123123123124566789;1199790206734950;164;3;cash_3
76;;13.02.2021;123123123124566789;1347853571955210;408;1;cash_1
77;;02.01.2021;198341298461294614;1396631430370288;31;1;cash_1
78;;22.12.2020;242456536768789769;1428434973905167;190;1;cash_1
79;;15.12.2020;234245654675475689;1816306665062509;6;2;cash_2
80;;10.12.2020;123142536767899006;690479844493938;47;1;cash_1
81;;28.12.2020;123123412353465547;1747614732218535;2;1;cash_1
82;;21.01.2021;198341298461294614;1520113498056522;191;3;cash_3
83;;16.02.2021;198341298461294614;243201352785162;24;1;cash_1
84;;08.01.2021;123126578909545443;10154434393701360;64;2;cash_1
85;;23.01.2021;345346476578687696;832228926911726;70;2;cash_2
86;;02.01.2021;123123123124566789;10211083306787737;146;1;cash_1
87;;07.02.2021;123123412353465547;10209014518066284;65;1;cash_1
88;;29.12.2020;123126578909545443;1177455659005422;149;2;cash_1
89;;11.12.2020;123126578909545443;1149872724;149;1;cash_1
90;;23.01.2021;345346476578687696;485484741830789;24;1;cash_1
91;;26.01.2021;242456536768789769;10210301806116113;18;2;cash_2
92;;17.12.2020;123142536767899006;10215313671061803;173;1;cash_1
93;;06.12.2020;234245654675475689;1335542759828474;115;1;cash_1
94;;29.01.2021;123123412353465547;1687093374636147;14;1;cash_1
95;;28.12.2020;123123412353465547;1765056106919319;38;3;cash_3
96;;04.12.2020;123142536767899006;1157874864269250;373;1;cash_1
97;;14.02.2021;896769120371203787;10210846708157295;53;1;cash_1
98;;08.02.2021;123126578909545443;1491091460934948;48;1;cash_1
99;;19.12.2020;198341298461294614;1684383861613217;58;1;cash_1
100;;02.02.2021;123123123124566789;10153997740414912;429;1;cash_1
101;;16.02.2021;123123123124566789;747427555436328;34;1;cash_1
102;;05.01.2021;123142536767899006;10214352046064652;57;1;cash_1
103;;17.02.2021;198341298461294614;1443051059120842;30;3;cash_3
104;;25.12.2020;123123123124566789;10212349118991156;16;1;cash_1
105;;23.01.2021;123123412353465547;10207374568872976;228;1;cash_1
106;;06.01.2021;198341298461294614;10209872299500560;12;1;cash_1
107;;07.01.2021;242456536768789769;1814606341901272;17;2;cash_2
108;;03.01.2021;345346476578687696;1480904758621389;33;2;cash_1
109;;08.02.2021;198341298461294614;10211572638365124;46;1;cash_1
110;;23.01.2021;123126578909545443;10207769386423527;66;2;cash_2
111;;09.01.2021;896769120371203787;1576327005741397;142;2;cash_2
112;;11.01.2021;345346476578687696;1508532462508399;114;2;cash_2
113;;04.01.2021;896769120371203787;10207309802718503;57;4;cash_4
114;;17.12.2020;234245654675475689;1416231758471132;63;2;cash_2
115;;17.01.2021;896769120371203787;135241150550149;5;1;cash_1
116;;04.02.2021;242456536768789769;100004073076222;255;2;cash_1
117;;30.01.2021;123142536767899006;10154278025312282;6;1;cash_1
118;;15.01.2021;123123412353465547;10155758332978989;73;3;cash_3
119;;30.01.2021;123123412353465547;1536387076446495;40;3;cash_3
120;;26.01.2021;234245654675475689;10155284056876520;37;2;cash_2
121;;06.01.2021;345346476578687696;10210967953613998;175;1;cash_1
122;;04.12.2020;123123123124566789;1335299013171600;293;1;cash_1
123;;12.02.2021;123123412353465547;1784671384896950;31;2;cash_2
124;;17.12.2020;123126578909545443;579755579;1917;3;cash_3
125;;31.12.2020;123126578909545443;10201467917736893;15;1;cash_1
126;;28.12.2020;123142536767899006;353394885055233;6;1;cash_1
127;;04.01.2021;123123412353465547;745816905576032;30;1;cash_1
128;;07.01.2021;896769120371203787;1291475964215859;437;1;cash_1
129;;06.12.2020;198341298461294614;10155957878372020;20;1;cash_1
130;;14.01.2021;198341298461294614;305253956570061;24;1;cash_1
131;;23.01.2021;123123123124566789;1713943955298093;52;1;cash_1
132;;26.01.2021;234234654674652422;10155519818694672;19;3;cash_3
133;;26.01.2021;234234654674652422;10154258201061402;91;1;cash_1
134;;20.12.2020;123142536767899006;1284994584876912;63;1;cash_1
135;;04.02.2021;123123123124566789;10155032423608326;428;1;cash_1
136;;12.02.2021;234245654675475689;1786795291647684;10;1;cash_1
137;;01.12.2020;123123412353465547;1150544844998715;128;1;cash_1
138;;27.01.2021;123126578909545443;1162940920409872;268;1;cash_1
139;;27.12.2020;242456536768789769;2150018485224209;134;1;cash_1
140;;16.12.2020;123126578909545443;836848346458232;38;1;cash_1
141;;21.01.2021;123123123124566789;10212710677870843;31;1;cash_1
142;;16.01.2021;123123412353465547;10154390905332616;43;1;cash_1
143;;27.12.2020;198341298461294614;953811761438882;28;1;cash_1
144;;06.02.2021;123126578909545443;1883039198628001;23;1;cash_1
145;;24.12.2020;896769120371203787;1540241442756968;451;1;cash_1
146;;11.01.2021;123142536767899006;770258896498871;98;1;cash_1
147;;01.01.2021;123142536767899006;397646850589414;34;1;cash_1
148;;25.12.2020;123123123124566789;100001075129457;1373;3;cash_3
149;;19.01.2021;198341298461294614;1049402758501826;151;1;cash_1
150;;10.01.2021;123123412353465547;10211923040098771;62;1;cash_1
151;;14.12.2020;123126578909545443;1795560470708356;44;1;cash_1
152;;01.12.2020;234234654674652422;1775682219123035;94;2;cash_2
153;;10.12.2020;234234654674652422;10206776276030157;88;1;cash_1
154;;14.01.2021;123142536767899006;10202665433153735;6;2;cash_2
155;;16.01.2021;234245654675475689;10155270055332362;55;1;cash_1
156;;10.02.2021;123123412353465547;10214763701744034;73;1;cash_1
157;;22.12.2020;896769120371203787;10153843690822493;116;2;cash_2
158;;15.02.2021;896769120371203787;508826975975399;423;1;cash_1
159;;14.02.2021;123123412353465547;10210694899555515;46;1;cash_1
160;;26.01.2021;242456536768789769;1280543658;177;1;cash_1
161;;13.02.2021;345346476578687696;1261387520673726;32;1;cash_1
162;;10.01.2021;896769120371203787;1401862383194251;40;3;cash_3
163;;02.01.2021;123142536767899006;10209087504441282;99;2;cash_2
164;;12.01.2021;345346476578687696;10155852936161042;70;1;cash_1
165;;16.02.2021;123142536767899006;10209295844887724;183;1;cash_1
166;;17.12.2020;198341298461294614;1109493342481953;181;1;cash_1
167;;25.12.2020;234245654675475689;10208656567040667;11;2;cash_2
168;;20.01.2021;123123123124566789;1741850629181698;52;1;cash_1
169;;09.12.2020;123142536767899006;849981975149111;45;2;cash_2
170;;14.12.2020;123126578909545443;1828002097210176;8;1;cash_1
171;;28.01.2021;345346476578687696;1358797620823344;165;1;cash_1
172;;01.12.2020;123123123124566789;10211519068226455;31;1;cash_1
173;;03.12.2020;123123412353465547;138686189853706;274;2;cash_2
174;;01.02.2021;123142536767899006;1113428318678757;395;1;cash_1
175;;05.01.2021;234234654674652422;1271652782921696;187;1;cash_1
176;;01.02.2021;123142536767899006;1251679944941760;50;3;cash_3
177;;01.02.2021;242456536768789769;1623612287652221;10;2;cash_2
178;;20.02.2021;345346476578687696;1218709428139671;88;1;cash_1
179;;30.11.2020;123123123124566789;10208853218666646;140;2;cash_1
180;;03.12.2020;198341298461294614;100001076013173;248;2;cash_2
181;;27.01.2021;242456536768789769;1470132253078609;99;2;cash_1
182;;21.01.2021;123123123124566789;10206353607477978;17;2;cash_2
183;;19.12.2020;234245654675475689;1215782545166643;47;1;cash_1
184;;16.02.2021;123123412353465547;1924390761209386;20;5;cash_1
185;;27.01.2021;198341298461294614;10207462321194818;310;1;cash_1
186;;29.01.2021;123126578909545443;1456435447735596;115;1;cash_1
187;;19.01.2021;242456536768789769;1668080439873646;143;4;cash_1
188;;11.01.2021;345346476578687696;10207999391293146;213;1;cash_1
189;;27.12.2020;198341298461294614;10209805971004319;30;2;cash_2
190;;06.12.2020;242456536768789769;1446884605347488;28;3;cash_1
191;;08.01.2021;234245654675475689;1884318251855955;31;1;cash_1
192;;16.12.2020;234234654674652422;1183118458387839;268;1;cash_1
193;;02.01.2021;123126578909545443;1269403529774152;86;2;cash_2
194;;14.02.2021;345346476578687696;10207204433454262;244;1;cash_1
195;;15.12.2020;234245654675475689;1402953153108358;35;3;cash_1
196;;29.01.2021;345346476578687696;1259207880766513;66;1;cash_1
197;;05.12.2020;123123123124566789;820120368163862;18;1;cash_1
198;;02.12.2020;198341298461294614;10210991619088939;14;1;cash_1
199;;11.02.2021;234245654675475689;1419829694701476;79;2;cash_1
200;;22.01.2021;123126578909545443;1474373902619605;34;1;cash_1
201;;09.12.2020;896769120371203787;483426931861962;300;2;cash_1
202;;07.01.2021;198341298461294614;10207806056334332;66;2;cash_2
203;;20.12.2020;345346476578687696;10212471365292414;34;3;cash_3
204;;04.12.2020;198341298461294614;10205734402425331;2;1;cash_1
205;;04.02.2021;345346476578687696;1228235590529611;170;3;cash_3
206;;07.02.2021;896769120371203787;1265853716795065;28;3;cash_1
207;;05.01.2021;896769120371203787;1476888422358313;29;1;cash_1
208;;16.01.2021;345346476578687696;529214947273164;73;2;cash_2
209;;07.01.2021;896769120371203787;1254534567960258;99;2;cash_2
210;;06.02.2021;123123123124566789;853434338152551;25;1;cash_1
211;;11.01.2021;123123123124566789;149998932404836;100;1;cash_1
212;;03.12.2020;234245654675475689;862971540537678;55;2;cash_2
213;;08.12.2020;234245654675475689;1261174167272218;21;3;cash_3
214;;29.12.2020;123142536767899006;1266988210062503;44;3;cash_3
215;;21.12.2020;123123123124566789;1712660602097350;48;2;cash_2
216;;10.01.2021;345346476578687696;10214357147102015;48;1;cash_1
217;;12.12.2020;198341298461294614;100000200850875;456;2;cash_2
218;;13.12.2020;242456536768789769;10207656073474823;20;3;cash_3
219;;13.02.2021;123123123124566789;10207204433454262;143;1;cash_1
220;;05.02.2021;234234654674652422;1294718197291617;67;1;cash_1
221;;30.01.2021;234245654675475689;10209645614552211;220;1;cash_1
222;;03.12.2020;198341298461294614;10155148028065056;64;2;cash_1
223;;02.12.2020;345346476578687696;10155986298422277;28;4;cash_4
224;;15.01.2021;123123412353465547;1558086824206604;282;1;cash_1
225;;11.12.2020;123123123124566789;10208702969686424;134;1;cash_1
226;;21.12.2020;345346476578687696;1497257500315451;64;1;cash_1
227;;18.12.2020;123126578909545443;1653654707985067;22;1;cash_1
228;;13.02.2021;896769120371203787;10154728805259089;25;1;cash_1
229;;23.01.2021;123123123124566789;1307186599325446;290;1;cash_1
230;;16.12.2020;234245654675475689;1534798499906266;62;2;cash_2
231;;07.02.2021;234245654675475689;1240521937;66;2;cash_2
232;;11.02.2021;123142536767899006;10154688156903124;23;1;cash_1
233;;14.02.2021;123123123124566789;10210800762718687;60;1;cash_1
234;;30.12.2020;123123412353465547;1617610604930873;29;1;cash_1
235;;24.01.2021;123123412353465547;1842324559358337;46;2;cash_2
236;;02.02.2021;234245654675475689;1211606888908344;18;3;cash_3
237;;05.02.2021;896769120371203787;10212352819928886;340;2;cash_1
238;;25.01.2021;242456536768789769;10154284138942408;70;2;cash_2
239;;07.12.2020;242456536768789769;1291089687614973;15;1;cash_1
240;;23.01.2021;234234654674652422;10210851529621039;24;2;cash_2
241;;19.01.2021;234234654674652422;10214478573500622;298;1;cash_1
242;;18.01.2021;123142536767899006;1498909393481934;20;3;cash_3
243;;13.02.2021;123123412353465547;1385869384854630;99;1;cash_1
244;;08.01.2021;345346476578687696;10155416365270202;43;3;cash_3
245;;16.01.2021;123126578909545443;1885456898151112;18;2;cash_2
246;;24.12.2020;198341298461294614;10210144747835132;156;1;cash_1
247;;31.12.2020;234245654675475689;10206633869150679;619;2;cash_2
248;;31.01.2021;234234654674652422;10212541027593362;30;1;cash_1
249;;01.01.2021;123123412353465547;2213995448626511;219;4;cash_1
250;;04.02.2021;234234654674652422;1694252110828821;352;1;cash_1
251;;14.02.2021;198341298461294614;1159792460795892;137;2;cash_1
252;;04.12.2020;242456536768789769;10210825415258326;33;1;cash_1
253;;22.02.2021;242456536768789769;10215221893642748;33;1;cash_1
254;;03.02.2021;198341298461294614;874621252715887;52;1;cash_1
255;;14.12.2020;345346476578687696;10207590269101432;68;2;cash_1
256;;07.12.2020;242456536768789769;10210777411300163;554;1;cash_1
257;;16.12.2020;123123412353465547;10154066224811627;10;4;cash_4
258;;04.01.2021;242456536768789769;100000388297538;1864;3;cash_3
259;;11.01.2021;123123123124566789;10212100271255769;274;1;cash_1
260;;21.01.2021;242456536768789769;1730664000280545;82;2;cash_2
261;;26.12.2020;234245654675475689;1476293772384074;34;2;cash_2
262;;22.01.2021;345346476578687696;1303851316311761;143;1;cash_1
263;;10.01.2021;198341298461294614;1537358269682493;88;1;cash_1
264;;12.12.2020;198341298461294614;580780792113350;260;2;cash_2
265;;18.01.2021;198341298461294614;1807469562906722;38;1;cash_1
266;;04.02.2021;242456536768789769;1957508767801876;66;1;cash_1
267;;30.01.2021;234234654674652422;1842558722454946;29;1;cash_1
268;;16.02.2021;234245654675475689;10155876962491445;128;1;cash_1
269;;15.02.2021;234234654674652422;10155061836606814;25;3;cash_3
270;;03.12.2020;242456536768789769;100002999578797;70;1;cash_1
271;;02.02.2021;234245654675475689;10211593026489102;159;1;cash_1
272;;06.12.2020;234245654675475689;1707149539302980;40;1;cash_1
273;;10.12.2020;234234654674652422;10155903280754680;51;1;cash_1
274;;09.01.2021;198341298461294614;1916051098634850;187;1;cash_1
275;;20.01.2021;123123412353465547;1245460182201293;98;3;cash_3
276;;01.02.2021;345346476578687696;100001184505504;162;1;cash_1
277;;15.12.2020;198341298461294614;977410929032571;38;1;cash_1
278;;28.01.2021;123126578909545443;1842295532709517;33;1;cash_1
279;;13.12.2020;198341298461294614;10208864388863058;29;1;cash_1
280;;13.12.2020;198341298461294614;1382188835147881;24;1;cash_1
281;;09.02.2021;896769120371203787;10215363562063610;100;1;cash_1
282;;05.12.2020;123126578909545443;10154451645329010;204;1;cash_1
283;;22.12.2020;198341298461294614;1811611292426243;39;1;cash_1
284;;23.12.2020;123126578909545443;1153102304786487;23;3;cash_3
285;;24.01.2021;345346476578687696;1131042620251948;404;1;cash_1
286;;26.12.2020;123123412353465547;1582752568412578;28;1;cash_1
287;;12.01.2021;234245654675475689;537607681;115;1;cash_1
288;;12.01.2021;123142536767899006;1230092033690806;20;2;cash_2
289;;06.02.2021;123123412353465547;1332056553538703;228;1;cash_1
290;;07.12.2020;234234654674652422;1465572723462323;60;2;cash_1
291;;18.12.2020;234234654674652422;10208120950615172;61;2;cash_2
292;;12.01.2021;198341298461294614;1505960812758480;44;2;cash_1
293;;14.02.2021;234234654674652422;10154152150333326;425;1;cash_1
294;;08.01.2021;234234654674652422;10212218985728673;140;1;cash_1
295;;09.01.2021;896769120371203787;1674722012551831;57;2;cash_1
296;;22.02.2021;123142536767899006;10208232109111628;63;3;cash_3
297;;15.02.2021;234245654675475689;1543434219004113;189;1;cash_1
298;;05.12.2020;242456536768789769;1498359173533607;178;2;cash_1
299;;21.01.2021;242456536768789769;10211593915316812;23;1;cash_1
300;;09.01.2021;123123412353465547;1246631502083953;41;2;cash_2
301;;23.12.2020;345346476578687696;1730655290295488;35;1;cash_1
302;;30.12.2020;123123123124566789;10214808023423769;23;2;cash_2
303;;11.01.2021;123126578909545443;10209254963789037;184;1;cash_1
304;;29.12.2020;345346476578687696;10211327844539338;21;1;cash_1
305;;05.01.2021;234245654675475689;1666032476744877;67;4;cash_4
306;;04.02.2021;123142536767899006;1061828613910293;420;1;cash_1
307;;29.12.2020;345346476578687696;1610001559025201;49;1;cash_1
308;;15.02.2021;242456536768789769;10155061836606814;400;2;cash_2
309;;03.01.2021;234245654675475689;2045271989036615;66;2;cash_2
310;;28.01.2021;234234654674652422;1237170256357162;120;3;cash_1
311;;14.01.2021;896769120371203787;1182958728475719;47;2;cash_2
312;;21.02.2021;242456536768789769;1103407499739103;39;2;cash_2
313;;02.02.2021;123142536767899006;1456435447735596;60;2;cash_1
314;;05.12.2020;123123412353465547;100000401841444;85;3;cash_3
315;;12.02.2021;242456536768789769;972176139588409;114;1;cash_1
316;;27.12.2020;242456536768789769;1789742897705886;53;1;cash_1
317;;10.01.2021;896769120371203787;2107379699287163;48;2;cash_2
318;;12.02.2021;123142536767899006;1825415981079516;93;1;cash_1
319;;19.01.2021;123123412353465547;331973947160434;194;1;cash_1
320;;03.02.2021;345346476578687696;10208114684011098;182;3;cash_3
321;;18.12.2020;345346476578687696;1497815353660080;14;2;cash_2
322;;02.01.2021;242456536768789769;1890696071206907;18;2;cash_2
323;;31.12.2020;123123412353465547;10212033191157432;15;1;cash_1
324;;07.02.2021;896769120371203787;10155541984760802;37;4;cash_4
325;;30.12.2020;123123412353465547;1617485724952628;39;1;cash_1
326;;30.12.2020;345346476578687696;1915557105125206;346;1;cash_1
327;;30.12.2020;234245654675475689;10212478885065070;41;2;cash_2
328;;18.01.2021;896769120371203787;572814232925980;210;2;cash_2
329;;07.01.2021;123123123124566789;1688166034804512;110;1;cash_1
330;;23.01.2021;123126578909545443;1327667927271450;27;1;cash_1
331;;05.01.2021;234245654675475689;1271652782921696;193;1;cash_1
332;;23.01.2021;234234654674652422;10214233016770395;13;1;cash_1
333;;23.12.2020;198341298461294614;1631233970270769;79;2;cash_1
334;;13.12.2020;234234654674652422;10207815289443602;22;2;cash_2
335;;09.12.2020;896769120371203787;831832523651580;18;4;cash_4
336;;15.01.2021;123142536767899006;1494438543899901;158;1;cash_1
337;;24.01.2021;242456536768789769;10156110477813926;17;1;cash_1
338;;12.12.2020;234245654675475689;1199931736788100;42;1;cash_1
339;;10.02.2021;198341298461294614;10210004578784813;35;1;cash_1
340;;11.01.2021;345346476578687696;1340031432686063;37;3;cash_3
341;;06.12.2020;123123123124566789;1681297755222776;33;3;cash_3
342;;01.01.2021;242456536768789769;10209693623160886;127;8;cash_4
343;;06.02.2021;123126578909545443;1267187956670208;126;2;cash_2
344;;12.12.2020;345346476578687696;1870481549901358;50;2;cash_2
345;;16.02.2021;123123123124566789;1694152520899879;59;3;cash_1
346;;27.12.2020;234245654675475689;1885724761710093;12;2;cash_2
347;;23.12.2020;234234654674652422;1364745156951927;32;1;cash_1
348;;14.01.2021;123123412353465547;10154626190637821;67;2;cash_2
349;;09.12.2020;123123412353465547;10211452197514071;15;1;cash_1
350;;24.01.2021;345346476578687696;10211438400168298;65;1;cash_1
351;;12.02.2021;198341298461294614;10211525637356801;176;1;cash_1
352;;08.12.2020;345346476578687696;10212868580093833;15;4;cash_4
353;;19.01.2021;896769120371203787;10210599014680675;34;2;cash_2
354;;03.12.2020;234245654675475689;1690615700973066;41;2;cash_2
355;;02.01.2021;242456536768789769;10210382547307378;153;2;cash_2
356;;13.01.2021;234234654674652422;1443614609039951;7;1;cash_1
357;;10.01.2021;242456536768789769;10210324536042861;65;1;cash_1
358;;11.12.2020;242456536768789769;10208073198609966;23;1;cash_1
359;;08.01.2021;242456536768789769;1471750886247416;27;3;cash_1
360;;22.12.2020;242456536768789769;1604649992953536;37;2;cash_2
361;;17.12.2020;123123412353465547;1526185767399201;54;2;cash_2
362;;25.12.2020;123123412353465547;667171360114584;14;1;cash_1
363;;24.12.2020;198341298461294614;1028255577307097;22;1;cash_1
364;;21.01.2021;198341298461294614;258133971355726;29;2;cash_2
365;;06.01.2021;234234654674652422;1777535378931185;95;3;cash_1
366;;12.12.2020;242456536768789769;1468332306541571;21;1;cash_1
367;;04.02.2021;234234654674652422;1035626369876635;98;3;cash_3
368;;22.12.2020;123126578909545443;10155141755503603;80;3;cash_3
369;;29.12.2020;242456536768789769;10207566300986145;57;1;cash_1
370;;09.01.2021;123123123124566789;940226126120692;43;2;cash_2
371;;18.12.2020;242456536768789769;1133200356712211;230;1;cash_1
372;;20.01.2021;123126578909545443;1906456319379549;35;2;cash_2
373;;10.01.2021;123142536767899006;1466397183434467;1;4;cash_2
374;;13.02.2021;234234654674652422;2182539581760013;85;2;cash_2
375;;07.12.2020;198341298461294614;1843857862310532;8;3;cash_3
376;;12.12.2020;198341298461294614;1604421316265467;43;2;cash_1
377;;23.12.2020;198341298461294614;1909425202638331;62;1;cash_1
378;;25.01.2021;123126578909545443;10212835293382361;95;1;cash_1
379;;03.02.2021;234234654674652422;10208457299646013;59;2;cash_2
380;;02.01.2021;123126578909545443;1204637949571582;162;2;cash_2
381;;02.01.2021;345346476578687696;1818084535108230;29;2;cash_2
382;;12.01.2021;234234654674652422;1603452166351866;86;4;cash_4
383;;24.01.2021;123123412353465547;10209826330507284;52;1;cash_1
384;;14.01.2021;234234654674652422;292190321262267;35;1;cash_1
385;;03.12.2020;234245654675475689;795428453939978;91;3;cash_3
386;;22.01.2021;234234654674652422;771128473036431;33;1;cash_1
387;;10.02.2021;234245654675475689;10101820959384914;45;1;cash_1
388;;08.02.2021;345346476578687696;685314091628369;164;2;cash_2
389;;13.12.2020;123123412353465547;10208509813337318;40;1;cash_1
390;;16.12.2020;123126578909545443;1508423475854309;73;1;cash_1
391;;04.01.2021;123123412353465547;1923099991050856;28;3;cash_3
392;;18.01.2021;242456536768789769;1763997047187660;384;1;cash_1
393;;09.01.2021;123126578909545443;10212192971280657;42;3;cash_3
394;;20.12.2020;345346476578687696;1883406041729731;43;1;cash_1
395;;17.12.2020;123123412353465547;1484083458;162;3;cash_3
396;;18.01.2021;198341298461294614;1497529033648389;36;2;cash_2
397;;08.02.2021;123142536767899006;10208453267958463;36;2;cash_2
398;;08.12.2020;198341298461294614;1706909076010292;27;1;cash_1
399;;31.12.2020;234245654675475689;10210283367665406;704;1;cash_1
400;;10.12.2020;123123412353465547;1221189614618133;130;2;cash_1
401;;22.01.2021;242456536768789769;381918102140018;93;2;cash_2
402;;15.02.2021;234245654675475689;1043831785759017;5;1;cash_1
403;;08.12.2020;896769120371203787;863261603810493;18;2;cash_2
404;;02.01.2021;896769120371203787;1288254917922304;43;2;cash_2
405;;28.12.2020;123123412353465547;1767423940181733;365;1;cash_1
406;;12.01.2021;123123412353465547;1666720866695245;36;1;cash_1
407;;06.12.2020;198341298461294614;1045756878844908;154;2;cash_2
408;;11.02.2021;345346476578687696;1866707483617032;69;1;cash_1
409;;01.02.2021;242456536768789769;10214891489260235;27;1;cash_1
410;;29.12.2020;123142536767899006;489631134749483;22;1;cash_1
411;;05.02.2021;234234654674652422;666209906919714;42;4;cash_2
412;;18.01.2021;234245654675475689;1626008137433886;51;3;cash_3
413;;05.12.2020;234245654675475689;1413258405487123;17;1;cash_1
414;;06.01.2021;896769120371203787;1555398971137362;89;2;cash_1
415;;01.12.2020;345346476578687696;10212364169249986;28;1;cash_1
416;;22.12.2020;123126578909545443;1653841881297781;76;3;cash_3
417;;04.01.2021;242456536768789769;1604639816214979;12;3;cash_3
418;;07.02.2021;123123123124566789;1621575767893366;26;3;cash_3
419;;14.02.2021;345346476578687696;1936232136404308;47;2;cash_2
420;;28.12.2020;123126578909545443;10154209997857230;185;1;cash_1
421;;04.01.2021;123126578909545443;1672136409485959;58;2;cash_2
422;;27.12.2020;123126578909545443;10212882362192119;43;2;cash_1
423;;06.01.2021;242456536768789769;418436151946496;25;1;cash_1
424;;11.01.2021;123126578909545443;10214190316422763;78;2;cash_1
